iShares Core S&P 500 ETF
Fund Holdings as of,"22/May/2026"
Inception Date,"15/May/2000"
Shares Outstanding,"1’110’650’000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EOG","EOG RESOURCES INC","Energy","Equity","992’153’113.70","0.12","992’153’113.70","7’025’585.00","141.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","983’381’931.90","0.12","983’381’931.90","4’187’990.00","234.81","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","981’042’159.20","0.12","981’042’159.20","981’042’159.00","1.00","United States","-","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","976’466’541.44","0.12","976’466’541.44","3’411’356.00","286.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","975’311’719.20","0.12","975’311’719.20","3’949’270.00","246.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","972’672’599.25","0.12","972’672’599.25","3’819’645.00","254.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","966’601’687.38","0.12","966’601’687.38","9’568’419.00","101.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","959’688’891.12","0.12","959’688’891.12","1’727’364.00","555.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","953’251’843.36","0.11","953’251’843.36","2’968’892.00","321.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","945’694’757.80","0.11","945’694’757.80","10’436’980.00","90.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","944’979’608.16","0.11","944’979’608.16","4’250’538.00","222.32","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","927’010’329.21","0.11","927’010’329.21","5’217’009.00","177.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","922’630’380.88","0.11","922’630’380.88","2’985’086.00","309.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","922’206’615.85","0.11","922’206’615.85","11’704’615.00","78.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","921’537’402.64","0.11","921’537’402.64","7’003’096.00","131.59","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","916’542’490.89","0.11","916’542’490.89","2’427’477.00","377.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","914’345’629.66","0.11","914’345’629.66","2’907’022.00","314.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","902’020’912.62","0.11","902’020’912.62","2’777’329.00","324.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","892’208’318.40","0.11","892’208’318.40","1’986’570.00","449.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","887’354’917.30","0.11","887’354’917.30","731’230.00","1’213.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","875’427’988.00","0.11","875’427’988.00","924’520.00","946.90","United States","NASDAQ","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","871’076’602.35","0.10","871’076’602.35","8’678’655.00","100.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","867’402’430.80","0.10","867’402’430.80","32’090’360.00","27.03","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","866’745’538.80","0.10","866’745’538.80","2’144’985.00","404.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","860’753’748.38","0.10","860’753’748.38","4’210’918.00","204.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","858’036’208.26","0.10","858’036’208.26","2’799’831.00","306.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","856’559’267.10","0.10","856’559’267.10","25’349’490.00","33.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","856’411’680.80","0.10","856’411’680.80","3’395’764.00","252.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","845’284’800.78","0.10","845’284’800.78","12’795’713.00","66.06","United States","NASDAQ","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","836’115’338.28","0.10","836’115’338.28","3’300’629.00","253.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","835’807’207.36","0.10","835’807’207.36","8’887’784.00","94.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","834’529’273.32","0.10","834’529’273.32","2’882’956.00","289.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","834’275’969.80","0.10","834’275’969.80","3’257’618.00","256.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","833’875’120.32","0.10","833’875’120.32","1’305’214.00","638.88","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","833’415’075.50","0.10","833’415’075.50","455’854.00","1’828.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","802’976’709.51","0.10","802’976’709.51","4’181’517.00","192.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","801’490’114.59","0.10","801’490’114.59","9’234’821.00","86.79","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","798’695’953.09","0.10","798’695’953.09","2’026’787.00","394.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","790’842’654.02","0.10","790’842’654.02","16’346’479.00","48.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","784’247’046.40","0.09","784’247’046.40","8’450’938.00","92.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","775’660’158.25","0.09","775’660’158.25","4’840’313.00","160.25","United States","NASDAQ","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","772’635’018.56","0.09","772’635’018.56","6’012’256.00","128.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","770’434’220.80","0.09","770’434’220.80","3’799’360.00","202.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","769’642’527.36","0.09","769’642’527.36","2’220’806.00","346.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","769’193’138.25","0.09","769’193’138.25","2’779’379.00","276.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","766’088’456.31","0.09","766’088’456.31","8’147’277.00","94.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","765’652’045.02","0.09","765’652’045.02","815’721.00","938.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","761’077’899.75","0.09","761’077’899.75","4’401’075.00","172.93","United States","NASDAQ","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","757’523’490.85","0.09","757’523’490.85","50’738’345.00","14.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","754’484’944.48","0.09","754’484’944.48","2’418’376.00","311.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","753’572’774.36","0.09","753’572’774.36","10’233’199.00","73.64","United States","NASDAQ","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","748’188’956.45","0.09","748’188’956.45","11’056’435.00","67.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","743’898’099.15","0.09","743’898’099.15","6’802’909.00","109.35","United States","NASDAQ","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","738’717’181.02","0.09","738’717’181.02","11’910’951.00","62.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","736’381’370.40","0.09","736’381’370.40","5’862’909.00","125.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","731’590’159.50","0.09","731’590’159.50","214’763.00","3’406.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","729’185’416.20","0.09","729’185’416.20","3’366’507.00","216.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","726’817’032.12","0.09","726’817’032.12","2’027’723.00","358.44","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","725’861’134.10","0.09","725’861’134.10","5’484’406.00","132.35","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","712’388’033.88","0.09","712’388’033.88","6’044’358.00","117.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","706’855’565.94","0.09","706’855’565.94","566’486.00","1’247.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","703’553’776.14","0.08","703’553’776.14","14’899’487.00","47.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","692’799’251.04","0.08","692’799’251.04","8’707’884.00","79.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","692’450’180.75","0.08","692’450’180.75","2’518’825.00","274.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","689’144’638.20","0.08","689’144’638.20","15’427’460.00","44.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","687’485’832.00","0.08","687’485’832.00","2’963’301.00","232.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","681’235’395.75","0.08","681’235’395.75","3’327’157.00","204.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","677’428’958.50","0.08","677’428’958.50","5’852’518.00","115.75","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","669’215’313.48","0.08","669’215’313.48","2’980’649.00","224.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","661’518’513.96","0.08","661’518’513.96","2’745’004.00","240.99","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","658’314’211.20","0.08","658’314’211.20","5’856’888.00","112.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","658’015’463.37","0.08","658’015’463.37","1’454’853.00","452.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","654’630’094.91","0.08","654’630’094.91","7’006’637.00","93.43","United States","NASDAQ","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","653’238’799.46","0.08","653’238’799.46","14’866’609.00","43.94","United States","NASDAQ","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","646’580’848.58","0.08","646’580’848.58","17’205’451.00","37.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","644’529’475.00","0.08","644’529’475.00","7’513’750.00","85.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","644’440’759.11","0.08","644’440’759.11","4’123’893.00","156.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","642’335’658.58","0.08","642’335’658.58","10’173’197.00","63.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","640’391’916.24","0.08","640’391’916.24","8’410’716.00","76.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","625’165’125.12","0.08","625’165’125.12","9’155’904.00","68.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","624’293’942.25","0.08","624’293’942.25","2’045’189.00","305.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","621’011’179.20","0.07","621’011’179.20","7’659’240.00","81.08","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","618’383’372.38","0.07","618’383’372.38","618’383’372.00","100.00","United States","-","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","612’289’397.91","0.07","612’289’397.91","13’244’417.00","46.23","United States","NASDAQ","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","611’439’851.20","0.07","611’439’851.20","3’046’840.00","200.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","599’115’037.86","0.07","599’115’037.86","7’127’231.00","84.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","592’827’998.00","0.07","592’827’998.00","5’101’790.00","116.20","United States","NASDAQ","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","586’072’331.46","0.07","586’072’331.46","2’916’218.00","200.97","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","578’057’992.33","0.07","578’057’992.33","1’033’409.00","559.37","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","576’629’974.52","0.07","576’629’974.52","11’653’799.00","49.48","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","566’125’844.13","0.07","566’125’844.13","2’207’893.00","256.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","559’918’808.15","0.07","559’918’808.15","951’353.00","588.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","557’771’697.20","0.07","557’771’697.20","3’595’048.00","155.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","556’300’788.20","0.07","556’300’788.20","3’613’516.00","153.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","554’649’066.40","0.07","554’649’066.40","16’863’760.00","32.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","547’654’245.84","0.07","547’654’245.84","9’312’264.00","58.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","544’327’836.16","0.07","544’327’836.16","2’605’312.00","208.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","544’285’679.49","0.07","544’285’679.49","3’686’823.00","147.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","542’292’009.40","0.07","542’292’009.40","6’149’830.00","88.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","535’294’704.40","0.06","535’294’704.40","6’947’368.00","77.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","534’236’320.80","0.06","534’236’320.80","2’887’920.00","184.99","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","533’728’061.55","0.06","533’728’061.55","1’180’005.00","452.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","529’183’287.62","0.06","529’183’287.62","5’814’562.00","91.01","United States","NASDAQ","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","527’254’551.35","0.06","527’254’551.35","11’920’745.00","44.23","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","515’703’612.20","0.06","515’703’612.20","5’638’570.00","91.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","513’874’561.18","0.06","513’874’561.18","6’463’018.00","79.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","512’856’513.45","0.06","512’856’513.45","2’253’819.00","227.55","United States","NASDAQ","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","512’248’201.92","0.06","512’248’201.92","17’590’941.00","29.12","United States","NASDAQ","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","509’525’540.31","0.06","509’525’540.31","2’116’761.00","240.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","507’253’658.04","0.06","507’253’658.04","4’673’426.00","108.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","506’971’724.25","0.06","506’971’724.25","7’538’613.00","67.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","504’419’956.38","0.06","504’419’956.38","2’513’178.00","200.71","United States","NASDAQ","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","501’439’723.72","0.06","501’439’723.72","2’382’476.00","210.47","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","501’398’799.21","0.06","501’398’799.21","3’488’477.00","143.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","498’168’832.35","0.06","498’168’832.35","1’367’281.00","364.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","493’117’190.01","0.06","493’117’190.01","3’762’243.00","131.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","492’043’516.38","0.06","492’043’516.38","579’618.00","848.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","491’198’280.42","0.06","491’198’280.42","3’611’221.00","136.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","484’404’777.08","0.06","484’404’777.08","3’830’498.00","126.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","484’186’379.60","0.06","484’186’379.60","1’354’936.00","357.35","United States","Cboe BZX","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","482’770’393.76","0.06","482’770’393.76","7’091’222.00","68.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","482’365’486.80","0.06","482’365’486.80","6’222’465.00","77.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","480’825’739.20","0.06","480’825’739.20","1’561’376.00","307.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","477’919’833.49","0.06","477’919’833.49","4’214’089.00","113.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","473’092’523.31","0.06","473’092’523.31","6’201’239.00","76.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","469’294’104.35","0.06","469’294’104.35","28’459’315.00","16.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","469’111’527.05","0.06","469’111’527.05","5’766’583.00","81.35","United States","NASDAQ","USD","1.00","USD","-"
"EQT","EQT CORP","Energy","Equity","468’019’837.76","0.06","468’019’837.76","8’080’453.00","57.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","467’103’664.60","0.06","467’103’664.60","4’486’205.00","104.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","451’254’684.78","0.05","451’254’684.78","1’380’237.00","326.94","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","449’724’981.42","0.05","449’724’981.42","10’844’586.00","41.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","445’925’754.30","0.05","445’925’754.30","1’710’822.00","260.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP LTD","Financials","Equity","445’730’713.20","0.05","445’730’713.20","4’628’564.00","96.30","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","444’469’178.92","0.05","444’469’178.92","5’465’681.00","81.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","434’893’075.12","0.05","434’893’075.12","24’808’504.00","17.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","434’768’130.86","0.05","434’768’130.86","1’269’878.00","342.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCL","CARNIVAL CORP","Consumer Discretionary","Equity","432’298’860.42","0.05","432’298’860.42","16’639’679.00","25.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","426’629’081.97","0.05","426’629’081.97","1’777’399.00","240.03","United States","NASDAQ","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","426’079’430.70","0.05","426’079’430.70","4’297’755.00","99.14","United States","NASDAQ","USD","1.00","USD","-"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","425’610’480.72","0.05","425’610’480.72","2’712’104.00","156.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","421’007’316.72","0.05","421’007’316.72","3’662’207.00","114.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTB","M&T BANK CORP","Financials","Equity","419’125’097.16","0.05","419’125’097.16","1’966’062.00","213.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","418’902’897.28","0.05","418’902’897.28","780’836.00","536.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","418’612’188.12","0.05","418’612’188.12","4’187’797.00","99.96","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","418’406’017.20","0.05","418’406’017.20","26’281’785.00","15.92","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Industrials","Equity","405’765’647.00","0.05","405’765’647.00","4’183’151.00","97.00","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","404’783’712.10","0.05","404’783’712.10","2’412’730.00","167.77","United States","NASDAQ","USD","1.00","USD","-"
"VICI","VICI PPTYS INC","Real Estate","Equity","403’094’310.00","0.05","403’094’310.00","14’143’660.00","28.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEE","AMEREN CORP","Utilities","Equity","398’284’429.42","0.05","398’284’429.42","3’578’798.00","111.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FISV","FISERV INC","Financials","Equity","397’860’175.60","0.05","397’860’175.60","6’964’120.00","57.13","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","395’992’274.58","0.05","395’992’274.58","479’979.00","825.02","United States","NASDAQ","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","394’384’692.00","0.05","394’384’692.00","1’021’722.00","386.00","United States","NASDAQ","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","393’817’203.30","0.05","393’817’203.30","2’748’201.00","143.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","392’431’815.90","0.05","392’431’815.90","1’886’238.00","208.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DTE","DTE ENERGY","Utilities","Equity","390’720’418.00","0.05","390’720’418.00","2’689’060.00","145.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRT","COPART INC","Industrials","Equity","389’639’416.95","0.05","389’639’416.95","11’531’205.00","33.79","United States","NASDAQ","USD","1.00","USD","-"
